global_step,epoch,loss_teacher_ce
0,0,3.1779751777648926
0,0,3.7743518352508545
0,0,3.282783031463623
0,0,4.8067216873168945
0,0,4.609278678894043
0,0,4.386589050292969
0,0,4.464442253112793
0,0,3.3943123817443848
1,0.032,4.183089733123779
1,0.032,4.138516426086426
1,0.032,3.6484107971191406
1,0.032,3.4133360385894775
1,0.032,3.721289873123169
1,0.032,4.446353912353516
1,0.032,4.106210708618164
1,0.032,4.300660610198975
2,0.064,4.801970958709717
2,0.064,3.948524236679077
2,0.064,4.427201271057129
2,0.064,3.4807729721069336
2,0.064,4.269418716430664
2,0.064,3.355130195617676
2,0.064,4.355353832244873
2,0.064,4.302968978881836
3,0.096,3.597547769546509
3,0.096,3.770625591278076
3,0.096,4.19324254989624
3,0.096,4.222726821899414
3,0.096,4.6776814460754395
3,0.096,3.0482630729675293
3,0.096,3.2719979286193848
3,0.096,4.175062656402588
4,0.128,2.9522042274475098
4,0.128,3.0339229106903076
4,0.128,3.6334874629974365
4,0.128,3.829634189605713
4,0.128,3.8566761016845703
4,0.128,4.00850772857666
4,0.128,4.233233451843262
4,0.128,3.0586202144622803
5,0.16,3.3662233352661133
5,0.16,3.324068546295166
5,0.16,4.09787654876709
5,0.16,2.790496587753296
5,0.16,3.623516082763672
5,0.16,2.5092551708221436
5,0.16,3.5747456550598145
5,0.16,3.7570741176605225
6,0.192,3.064661979675293
6,0.192,3.059783935546875
6,0.192,3.0057756900787354
6,0.192,3.769920825958252
6,0.192,3.4532217979431152
6,0.192,3.052048683166504
6,0.192,3.0732216835021973
6,0.192,3.6108779907226562
7,0.224,3.092285394668579
7,0.224,2.782970666885376
7,0.224,2.997453212738037
7,0.224,3.2216081619262695
7,0.224,3.3097028732299805
7,0.224,2.7305092811584473
7,0.224,3.3929877281188965
7,0.224,3.152897834777832
8,0.256,3.304683208465576
8,0.256,2.6862730979919434
8,0.256,2.9734528064727783
8,0.256,2.8506009578704834
8,0.256,3.1671066284179688
8,0.256,3.2625324726104736
8,0.256,3.284712553024292
8,0.256,2.4114322662353516
9,0.288,2.348078727722168
9,0.288,2.7144813537597656
9,0.288,2.7933223247528076
9,0.288,2.2839956283569336
9,0.288,2.709942579269409
9,0.288,2.799079656600952
9,0.288,3.00148868560791
9,0.288,2.564274787902832
10,0.32,2.5801098346710205
10,0.32,2.9308533668518066
10,0.32,2.013071298599243
10,0.32,2.301783323287964
10,0.32,2.3594841957092285
10,0.32,2.5952370166778564
10,0.32,2.3621740341186523
10,0.32,2.8416495323181152
11,0.352,2.236307382583618
11,0.352,2.2492403984069824
11,0.352,2.1838836669921875
11,0.352,2.3360249996185303
11,0.352,1.8679091930389404
11,0.352,2.54038405418396
11,0.352,2.253737449645996
11,0.352,2.7602498531341553
12,0.384,1.7183635234832764
12,0.384,2.4304580688476562
12,0.384,1.767494797706604
12,0.384,2.400873899459839
12,0.384,2.202568769454956
12,0.384,2.4941210746765137
12,0.384,2.224883794784546
12,0.384,2.0984091758728027
13,0.416,2.4196510314941406
13,0.416,1.755044937133789
13,0.416,2.025850534439087
13,0.416,2.248140811920166
13,0.416,2.0619423389434814
13,0.416,2.1746723651885986
13,0.416,2.0798287391662598
13,0.416,2.1150593757629395
14,0.448,2.1393604278564453
14,0.448,2.0084500312805176
14,0.448,1.839162826538086
14,0.448,1.7632166147232056
14,0.448,1.8451306819915771
14,0.448,2.1647114753723145
14,0.448,2.129488706588745
14,0.448,2.01902174949646
15,0.48,2.1481316089630127
15,0.48,1.8763943910598755
15,0.48,1.904094934463501
15,0.48,1.9659186601638794
15,0.48,2.011934518814087
15,0.48,1.7928258180618286
15,0.48,1.9005876779556274
