global_step,epoch,loss_total,loss_student_ce,loss_align
0,0,0.667075514793396,0.547446608543396,0.11962890625
0,0,1.2001270055770874,1.1039355993270874,0.09619140625
0,0,1.9112437963485718,1.7916148900985718,0.11962890625
0,0,0.6094264388084412,0.5747584700584412,0.03466796875
0,0,0.7038426399230957,0.6345067024230957,0.0693359375
0,0,0.7258023023605347,0.6486538648605347,0.0771484375
0,0,0.7377365827560425,0.7008713483810425,0.036865234375
0,0,1.0152554512023926,0.9705777168273926,0.044677734375
0,0,0.9277313351631165,0.8632782101631165,0.064453125
0,0,0.8885504007339478,0.8277593851089478,0.060791015625
0,0,0.743567705154419,0.688880205154419,0.0546875
0,0,0.7923737168312073,0.6986237168312073,0.09375
0,0,0.6745922565460205,0.6238110065460205,0.05078125
0,0,0.5867127776145935,0.5305604338645935,0.05615234375
0,0,0.5231190323829651,0.4479237198829651,0.0751953125
0,0,0.863730251789093,0.800253689289093,0.0634765625
1,0.0019622271277900416,0.38060715794563293,0.27513840794563293,0.10546875
1,0.0019622271277900416,1.0576368570327759,1.0100294351577759,0.047607421875
1,0.0019622271277900416,0.859897255897522,0.737338662147522,0.12255859375
1,0.0019622271277900416,0.8028067946434021,0.7036857008934021,0.09912109375
1,0.0019622271277900416,0.9467799663543701,0.8945338726043701,0.05224609375
1,0.0019622271277900416,1.0745162963867188,0.6721725463867188,0.40234375
1,0.0019622271277900416,0.7786231637001038,0.7044044137001038,0.07421875
1,0.0019622271277900416,0.5280205011367798,0.4616142809391022,0.06640625
1,0.0019622271277900416,1.1047122478485107,0.776587188243866,0.328125
1,0.0019622271277900416,0.7950605154037476,0.7120527029037476,0.0830078125
1,0.0019622271277900416,0.8012629151344299,0.7080011963844299,0.09326171875
1,0.0019622271277900416,1.294567346572876,1.235485315322876,0.05908203125
1,0.0019622271277900416,0.9088390469551086,0.7682140469551086,0.140625
1,0.0019622271277900416,0.7834786772727966,0.6745919585227966,0.10888671875
1,0.0019622271277900416,1.0804095268249512,0.826503336429596,0.25390625
1,0.0019622271277900416,0.9760589599609375,0.8451995849609375,0.130859375
2,0.003924454255580083,1.0644795894622803,0.6347920298576355,0.4296875
2,0.003924454255580083,0.6008411645889282,0.5444446802139282,0.056396484375
2,0.003924454255580083,0.4990130066871643,0.4409075379371643,0.05810546875
2,0.003924454255580083,1.361213207244873,0.915900707244873,0.4453125
2,0.003924454255580083,0.6077377796173096,0.5667221546173096,0.041015625
2,0.003924454255580083,0.6622799038887024,0.6134517788887024,0.048828125
2,0.003924454255580083,0.8132394552230835,0.7492746114730835,0.06396484375
2,0.003924454255580083,0.74097740650177,0.66431725025177,0.07666015625
2,0.003924454255580083,0.8381734490394592,0.7930074334144592,0.045166015625
2,0.003924454255580083,1.160881519317627,1.075432300567627,0.08544921875
2,0.003924454255580083,0.9209990501403809,0.8643584251403809,0.056640625
2,0.003924454255580083,1.3719710111618042,1.2591780424118042,0.11279296875
2,0.003924454255580083,0.6274755001068115,0.5420262813568115,0.08544921875
2,0.003924454255580083,0.9528198838233948,0.8722534775733948,0.08056640625
2,0.003924454255580083,0.7257466316223145,0.6622700691223145,0.0634765625
2,0.003924454255580083,1.0654997825622559,0.9893279075622559,0.076171875
3,0.005886681383370125,0.6317530870437622,0.5340968370437622,0.09765625
3,0.005886681383370125,0.747370183467865,0.634088933467865,0.11328125
3,0.005886681383370125,0.9197890162467957,0.7908827662467957,0.12890625
3,0.005886681383370125,0.9203715920448303,0.6469340920448303,0.2734375
3,0.005886681383370125,0.9899245500564575,0.6207839250564575,0.369140625
3,0.005886681383370125,0.7712675929069519,0.6789824366569519,0.09228515625
3,0.005886681383370125,0.6875947117805481,0.6192353367805481,0.068359375
3,0.005886681383370125,0.6764490008354187,0.5582849383354187,0.1181640625
3,0.005886681383370125,1.7060426473617554,1.0185426473617554,0.6875
3,0.005886681383370125,0.3519309163093567,0.3197043538093567,0.0322265625
3,0.005886681383370125,0.21077336370944977,0.17879094183444977,0.031982421875
3,0.005886681383370125,0.7540097236633301,0.6895565986633301,0.064453125
3,0.005886681383370125,1.1681374311447144,1.1112526655197144,0.056884765625
3,0.005886681383370125,0.6988362073898315,0.6548908948898315,0.0439453125
3,0.005886681383370125,0.8809045553207397,0.7866662740707397,0.09423828125
3,0.005886681383370125,0.5526314973831177,0.4945259988307953,0.05810546875
4,0.007848908511160166,0.7226617336273193,0.6684625148773193,0.05419921875
4,0.007848908511160166,0.527761697769165,0.4144804775714874,0.11328125
4,0.007848908511160166,1.0228677988052368,0.9374185800552368,0.08544921875
4,0.007848908511160166,1.0539922714233398,0.9870977997779846,0.06689453125
4,0.007848908511160166,0.5082602500915527,0.5082602500915527,0.0
4,0.007848908511160166,0.5988731980323792,0.5534630417823792,0.04541015625
4,0.007848908511160166,0.5434122681617737,0.4958048462867737,0.047607421875
4,0.007848908511160166,0.6304922699928284,0.5552969574928284,0.0751953125
4,0.007848908511160166,1.0229852199554443,0.9072626233100891,0.11572265625
4,0.007848908511160166,0.7146580219268799,0.6472752094268799,0.0673828125
4,0.007848908511160166,0.7715407013893127,0.7249098420143127,0.046630859375
4,0.007848908511160166,0.6880155205726624,0.5552030205726624,0.1328125
4,0.007848908511160166,0.8460311889648438,0.48079684376716614,0.365234375
4,0.007848908511160166,0.7776495814323425,0.7234503626823425,0.05419921875
4,0.007848908511160166,0.3400423526763916,0.2968294620513916,0.043212890625
4,0.007848908511160166,0.9886753559112549,0.9012730121612549,0.08740234375
5,0.009811135638950209,0.6574838161468506,0.6003549098968506,0.05712890625
5,0.009811135638950209,1.2549560070037842,0.633862316608429,0.62109375
5,0.009811135638950209,0.6567397713661194,0.5703139901161194,0.08642578125
5,0.009811135638950209,0.6795932054519653,0.6019564867019653,0.07763671875
5,0.009811135638950209,0.6719032526016235,0.6279579401016235,0.0439453125
5,0.009811135638950209,0.6415654420852661,0.5463505983352661,0.09521484375
5,0.009811135638950209,0.7836217284202576,0.7103795409202576,0.0732421875
5,0.009811135638950209,0.6920378804206848,0.6485808491706848,0.04345703125
5,0.009811135638950209,0.7038705348968506,0.6526010036468506,0.05126953125
5,0.009811135638950209,0.6863077282905579,0.5964639782905579,0.08984375
5,0.009811135638950209,0.9099321961402893,0.8464556336402893,0.0634765625
