global_step,epoch,loss_teacher_ce
0,0,4.508809566497803
0,0,3.978076457977295
0,0,3.5159990787506104
0,0,4.2409586906433105
0,0,4.451257228851318
0,0,4.3953022956848145
0,0,3.9189095497131348
0,0,4.591357231140137
1,0.0053872053872053875,4.185102939605713
1,0.0053872053872053875,3.718470811843872
1,0.0053872053872053875,4.212580680847168
1,0.0053872053872053875,3.674548387527466
1,0.0053872053872053875,4.320562839508057
1,0.0053872053872053875,3.4516513347625732
1,0.0053872053872053875,4.810050010681152
1,0.0053872053872053875,4.661792278289795
2,0.010774410774410775,3.4326233863830566
2,0.010774410774410775,4.082476615905762
2,0.010774410774410775,3.281621217727661
2,0.010774410774410775,3.775602102279663
2,0.010774410774410775,3.9328370094299316
2,0.010774410774410775,3.707869052886963
2,0.010774410774410775,4.466636657714844
2,0.010774410774410775,3.637877941131592
3,0.01616161616161616,4.039535999298096
3,0.01616161616161616,4.251953125
3,0.01616161616161616,3.4852890968322754
3,0.01616161616161616,3.982285261154175
3,0.01616161616161616,3.1505675315856934
3,0.01616161616161616,4.261018753051758
3,0.01616161616161616,3.5604326725006104
3,0.01616161616161616,4.779225826263428
4,0.02154882154882155,4.621905326843262
4,0.02154882154882155,3.0818393230438232
4,0.02154882154882155,4.210873603820801
4,0.02154882154882155,4.5886311531066895
4,0.02154882154882155,4.100833415985107
4,0.02154882154882155,3.599778652191162
4,0.02154882154882155,4.327421188354492
4,0.02154882154882155,4.305227279663086
5,0.026936026936026935,3.534707546234131
5,0.026936026936026935,3.510695457458496
5,0.026936026936026935,4.278472900390625
5,0.026936026936026935,3.565784454345703
5,0.026936026936026935,3.7281880378723145
5,0.026936026936026935,3.154280662536621
5,0.026936026936026935,3.7769935131073
5,0.026936026936026935,3.8716959953308105
6,0.03232323232323232,3.1083855628967285
6,0.03232323232323232,2.422168731689453
6,0.03232323232323232,2.468035936355591
6,0.03232323232323232,2.918219804763794
6,0.03232323232323232,3.4558281898498535
6,0.03232323232323232,2.773064136505127
6,0.03232323232323232,2.82002329826355
6,0.03232323232323232,2.8510401248931885
7,0.03771043771043771,3.156444787979126
7,0.03771043771043771,3.5274112224578857
7,0.03771043771043771,3.171923875808716
7,0.03771043771043771,2.436976671218872
7,0.03771043771043771,2.967963218688965
7,0.03771043771043771,3.2524023056030273
7,0.03771043771043771,3.7958481311798096
7,0.03771043771043771,3.2587389945983887
8,0.0430976430976431,3.0559558868408203
8,0.0430976430976431,3.2435402870178223
8,0.0430976430976431,3.1161186695098877
8,0.0430976430976431,3.415839195251465
8,0.0430976430976431,3.13582181930542
8,0.0430976430976431,3.332841157913208
8,0.0430976430976431,3.0258781909942627
8,0.0430976430976431,2.99832820892334
9,0.048484848484848485,2.966573715209961
9,0.048484848484848485,1.9804012775421143
9,0.048484848484848485,3.07331919670105
9,0.048484848484848485,3.090574026107788
9,0.048484848484848485,2.7377727031707764
9,0.048484848484848485,2.771153688430786
9,0.048484848484848485,2.212090492248535
9,0.048484848484848485,3.2333953380584717
10,0.05387205387205387,2.536776065826416
10,0.05387205387205387,2.61650013923645
10,0.05387205387205387,3.00528883934021
10,0.05387205387205387,2.2789669036865234
10,0.05387205387205387,2.655130386352539
10,0.05387205387205387,2.0575177669525146
10,0.05387205387205387,2.192945957183838
10,0.05387205387205387,2.588135242462158
11,0.05925925925925926,2.6054725646972656
11,0.05925925925925926,2.902078151702881
11,0.05925925925925926,2.5141797065734863
11,0.05925925925925926,2.8371105194091797
11,0.05925925925925926,1.6622668504714966
11,0.05925925925925926,2.6312732696533203
11,0.05925925925925926,2.7420876026153564
11,0.05925925925925926,2.3831608295440674
12,0.06464646464646465,2.5086212158203125
12,0.06464646464646465,2.382117509841919
12,0.06464646464646465,2.260648727416992
12,0.06464646464646465,1.9247565269470215
12,0.06464646464646465,1.898102879524231
12,0.06464646464646465,2.4309277534484863
12,0.06464646464646465,1.9307738542556763
12,0.06464646464646465,2.1920418739318848
13,0.07003367003367003,2.054107904434204
13,0.07003367003367003,1.8355504274368286
13,0.07003367003367003,2.012873411178589
13,0.07003367003367003,2.3544652462005615
13,0.07003367003367003,2.4985642433166504
13,0.07003367003367003,1.972108244895935
13,0.07003367003367003,2.362147092819214
13,0.07003367003367003,2.1370344161987305
14,0.07542087542087542,1.59926176071167
14,0.07542087542087542,1.7657840251922607
14,0.07542087542087542,2.051438331604004
14,0.07542087542087542,1.8417925834655762
14,0.07542087542087542,1.9790433645248413
14,0.07542087542087542,1.5445953607559204
14,0.07542087542087542,2.2538318634033203
14,0.07542087542087542,2.1433794498443604
15,0.08080808080808081,1.8432183265686035
15,0.08080808080808081,1.8623825311660767
15,0.08080808080808081,1.8790667057037354
15,0.08080808080808081,1.6651252508163452
15,0.08080808080808081,1.8964508771896362
15,0.08080808080808081,1.8982056379318237
15,0.08080808080808081,1.749456524848938
15,0.08080808080808081,1.9520734548568726
16,0.0861952861952862,1.7688558101654053
16,0.0861952861952862,1.6639208793640137
16,0.0861952861952862,1.8019917011260986
16,0.0861952861952862,1.6651332378387451
16,0.0861952861952862,1.7628358602523804
16,0.0861952861952862,1.823494791984558
16,0.0861952861952862,1.7322463989257812
16,0.0861952861952862,1.8461577892303467
17,0.09158249158249158,1.983358383178711
17,0.09158249158249158,1.859310269355774
17,0.09158249158249158,1.6093882322311401
17,0.09158249158249158,1.791481375694275
17,0.09158249158249158,1.8131955862045288
17,0.09158249158249158,1.6896148920059204
17,0.09158249158249158,1.6764146089553833
17,0.09158249158249158,1.736566424369812
18,0.09696969696969697,1.7029526233673096
18,0.09696969696969697,1.4951536655426025
18,0.09696969696969697,1.791576623916626
18,0.09696969696969697,1.803582787513733
18,0.09696969696969697,1.717093586921692
18,0.09696969696969697,1.7132142782211304
18,0.09696969696969697,1.4221926927566528
18,0.09696969696969697,1.7610220909118652
19,0.10235690235690235,1.5399874448776245
19,0.10235690235690235,1.7350585460662842
19,0.10235690235690235,2.085444927215576
19,0.10235690235690235,1.4383187294006348
19,0.10235690235690235,1.5637621879577637
19,0.10235690235690235,1.2539827823638916
19,0.10235690235690235,1.9168429374694824
19,0.10235690235690235,1.093919277191162
20,0.10774410774410774,1.4446256160736084
20,0.10774410774410774,1.848433494567871
20,0.10774410774410774,1.3462482690811157
20,0.10774410774410774,1.5302680730819702
20,0.10774410774410774,1.5847359895706177
20,0.10774410774410774,1.6224690675735474
20,0.10774410774410774,1.4647934436798096
20,0.10774410774410774,1.6908135414123535
21,0.11313131313131314,1.6821025609970093
21,0.11313131313131314,1.4107085466384888
21,0.11313131313131314,1.486410140991211
